symbol,pair,contractType,deliveryDate,onboardDate,status,maintMarginPercent,requiredMarginPercent,baseAsset,quoteAsset,marginAsset,pricePrecision,quantityPrecision,baseAssetPrecision,quotePrecision,underlyingType,underlyingSubType,settlePlan,triggerProtect,liquidationFee,marketTakeBound,maxMoveOrderLimit,filters,orderTypes,timeInForce
RAYUSDT,RAYUSDT,PERPETUAL,1668484800000,1629270000000,SETTLING,2.5000,5.0000,RAY,USDT,USDT,3,1,8,8,COIN,['DEX'],0,0.1000,0.025000,0.10,10000,"[{'tickSize': '0.001', 'filterType': 'PRICE_FILTER', 'minPrice': '0.010', 'maxPrice': '100000.000'}, {'filterType': 'LOT_SIZE', 'maxQty': '500000.0', 'minQty': '0.1', 'stepSize': '0.1'}, {'maxQty': '5000.0', 'stepSize': '0.1', 'minQty': '0.1', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000', 'multiplierDecimal': '4', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
GMXUSDT,GMXUSDT,PERPETUAL,4133404800000,1676530800000,TRADING,2.5000,5.0000,GMX,USDT,USDT,6,2,8,8,COIN,['DeFi'],0,0.1500,0.015000,0.15,10000,"[{'tickSize': '0.010000', 'filterType': 'PRICE_FILTER', 'maxPrice': '2000.000000', 'minPrice': '0.010000'}, {'minQty': '0.01', 'stepSize': '0.01', 'filterType': 'LOT_SIZE', 'maxQty': '100000.00'}, {'maxQty': '500.00', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.01', 'minQty': '0.01'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
BLURUSDT,BLURUSDT,PERPETUAL,4133404800000,1682553600000,TRADING,2.5000,5.0000,BLUR,USDT,USDT,7,0,8,8,COIN,['NFT'],0,0.1500,0.015000,0.15,10000,"[{'maxPrice': '200.0000000', 'tickSize': '0.0001000', 'minPrice': '0.0001000', 'filterType': 'PRICE_FILTER'}, {'minQty': '1', 'maxQty': '10000000', 'filterType': 'LOT_SIZE', 'stepSize': '1'}, {'maxQty': '300000', 'stepSize': '1', 'minQty': '1', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.8500', 'multiplierUp': '1.1500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
ETHUSDT_230929,ETHUSDT,CURRENT_QUARTER,1695974400000,1687660200000,TRADING,2.5000,5.0000,ETH,USDT,USDT,2,3,8,8,COIN,[],0,0.0500,0.010000,0.05,10000,"[{'minPrice': '41.10', 'maxPrice': '100000.00', 'filterType': 'PRICE_FILTER', 'tickSize': '0.01'}, {'filterType': 'LOT_SIZE', 'maxQty': '10000.000', 'minQty': '0.001', 'stepSize': '0.001'}, {'stepSize': '0.001', 'maxQty': '10.000', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.001'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.0500', 'multiplierDown': '0.9500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
AGLDUSDT,AGLDUSDT,PERPETUAL,4133404800000,1690597800000,TRADING,2.5000,5.0000,AGLD,USDT,USDT,7,0,8,8,COIN,[],0,0.1500,0.015000,0.15,10000,"[{'minPrice': '0.0001000', 'maxPrice': '200.0000000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.0001000'}, {'filterType': 'LOT_SIZE', 'minQty': '1', 'stepSize': '1', 'maxQty': '5000000'}, {'maxQty': '30000', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'stepSize': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1500', 'multiplierDecimal': '4', 'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
IDEXUSDT,IDEXUSDT,PERPETUAL,4133404800000,1682985600000,TRADING,2.5000,5.0000,IDEX,USDT,USDT,7,0,8,8,COIN,['DeFi'],0,0.1500,0.015000,0.15,10000,"[{'tickSize': '0.0000100', 'maxPrice': '200.0000000', 'minPrice': '0.0000100', 'filterType': 'PRICE_FILTER'}, {'filterType': 'LOT_SIZE', 'minQty': '1', 'stepSize': '1', 'maxQty': '10000000'}, {'minQty': '1', 'maxQty': '200000', 'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDecimal': '4', 'multiplierDown': '0.8500', 'multiplierUp': '1.1500', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
FTTUSDT,FTTUSDT,PERPETUAL,1668398400000,1649919600000,SETTLING,2.5000,5.0000,FTT,USDT,USDT,4,1,8,8,COIN,['CEX'],0,0.0500,0.025000,0.05,10000,"[{'maxPrice': '100000.0000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.0001', 'minPrice': '0.0010'}, {'maxQty': '1000000.0', 'filterType': 'LOT_SIZE', 'minQty': '0.1', 'stepSize': '0.1'}, {'filterType': 'MARKET_LOT_SIZE', 'maxQty': '1000.0', 'stepSize': '0.1', 'minQty': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierUp': '1.0500', 'multiplierDown': '0.9500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
BLZUSDT,BLZUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,BLZ,USDT,USDT,5,0,8,8,COIN,['Storage'],0,0.1000,0.020000,0.10,10000,"[{'tickSize': '0.00001', 'maxPrice': '22.00000', 'minPrice': '0.00360', 'filterType': 'PRICE_FILTER'}, {'stepSize': '1', 'minQty': '1', 'maxQty': '10000000', 'filterType': 'LOT_SIZE'}, {'maxQty': '316000', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'stepSize': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000', 'multiplierDecimal': '4', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
WAVESUSDT,WAVESUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,WAVES,USDT,USDT,4,1,8,8,COIN,['Layer-1'],0,0.1000,0.020000,0.10,10000,"[{'minPrice': '0.3420', 'filterType': 'PRICE_FILTER', 'maxPrice': '2249.0000', 'tickSize': '0.0001'}, {'minQty': '0.1', 'maxQty': '1000000.0', 'filterType': 'LOT_SIZE', 'stepSize': '0.1'}, {'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.1', 'minQty': '0.1', 'maxQty': '16000.0'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDown': '0.9000', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
HNTUSDT,HNTUSDT,PERPETUAL,1679302800000,1569398400000,SETTLING,2.5000,5.0000,HNT,USDT,USDT,4,0,8,8,COIN,['Infrastructure'],0,0.1000,0.020000,0.10,10000,"[{'minPrice': '0.1660', 'filterType': 'PRICE_FILTER', 'maxPrice': '1929.0000', 'tickSize': '0.0010'}, {'maxQty': '10000000', 'minQty': '1', 'stepSize': '1', 'filterType': 'LOT_SIZE'}, {'filterType': 'MARKET_LOT_SIZE', 'maxQty': '20000', 'stepSize': '1', 'minQty': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
EGLDUSDT,EGLDUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,EGLD,USDT,USDT,3,1,8,8,COIN,['Layer-1'],0,0.1000,0.015000,0.10,10000,"[{'minPrice': '1.770', 'maxPrice': '14295.000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.010'}, {'stepSize': '0.1', 'maxQty': '1000000.0', 'minQty': '0.1', 'filterType': 'LOT_SIZE'}, {'minQty': '0.1', 'stepSize': '0.1', 'maxQty': '2000.0', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000', 'multiplierDecimal': '4', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
ICXUSDT,ICXUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,ICX,USDT,USDT,4,0,8,8,COIN,['Layer-1'],0,0.1000,0.010000,0.10,10000,"[{'tickSize': '0.0001', 'minPrice': '0.0234', 'maxPrice': '400.0000', 'filterType': 'PRICE_FILTER'}, {'filterType': 'LOT_SIZE', 'stepSize': '1', 'maxQty': '10000000', 'minQty': '1'}, {'minQty': '1', 'stepSize': '1', 'maxQty': '300000', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000', 'multiplierUp': '1.1000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
LQTYUSDT,LQTYUSDT,PERPETUAL,4133404800000,1678258800000,TRADING,2.5000,5.0000,LQTY,USDT,USDT,6,1,8,8,COIN,['DeFi'],0,0.1500,0.015000,0.15,10000,"[{'filterType': 'PRICE_FILTER', 'maxPrice': '2000.000000', 'tickSize': '0.000100', 'minPrice': '0.000100'}, {'maxQty': '1000000.0', 'minQty': '0.1', 'stepSize': '0.1', 'filterType': 'LOT_SIZE'}, {'stepSize': '0.1', 'minQty': '0.1', 'maxQty': '40000.0', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
LINAUSDT,LINAUSDT,PERPETUAL,4133404800000,1615964400000,TRADING,2.5000,5.0000,LINA,USDT,USDT,5,0,8,8,COIN,['DeFi'],0,0.1000,0.010000,0.10,10000,"[{'tickSize': '0.00001', 'maxPrice': '20000.00000', 'minPrice': '0.00087', 'filterType': 'PRICE_FILTER'}, {'filterType': 'LOT_SIZE', 'maxQty': '100000000', 'minQty': '1', 'stepSize': '1'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'stepSize': '1', 'maxQty': '50000000'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDecimal': '4', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
XVGUSDT,XVGUSDT,PERPETUAL,4133404800000,1688558400000,TRADING,2.5000,5.0000,XVG,USDT,USDT,7,0,8,8,COIN,[],0,0.1500,0.015000,0.15,10000,"[{'tickSize': '0.0000010', 'maxPrice': '200.0000000', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0000010'}, {'filterType': 'LOT_SIZE', 'stepSize': '1', 'minQty': '1', 'maxQty': '500000000'}, {'minQty': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '1000000', 'stepSize': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
FTMUSDT,FTMUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,FTM,USDT,USDT,6,0,8,8,COIN,['Layer-1'],0,0.1000,0.010000,0.10,10000,"[{'tickSize': '0.000100', 'filterType': 'PRICE_FILTER', 'minPrice': '0.007700', 'maxPrice': '41.000000'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'minQty': '1', 'maxQty': '10000000'}, {'minQty': '1', 'maxQty': '250000', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
GALABUSD,GALABUSD,PERPETUAL,1690448400000,1653462000000,SETTLING,2.5000,5.0000,GALA,BUSD,BUSD,7,0,8,8,COIN,['BUSD'],0,0.1000,0.010000,0.10,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '0.0000010', 'maxPrice': '200.0000000', 'tickSize': '0.0000010'}, {'minQty': '1', 'maxQty': '100000000', 'stepSize': '1', 'filterType': 'LOT_SIZE'}, {'minQty': '1', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1', 'maxQty': '1500000'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1000', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
LEVERBUSD,LEVERBUSD,PERPETUAL,1680598800000,1658214000000,SETTLING,2.5000,5.0000,LEVER,BUSD,BUSD,7,0,8,8,COIN,['BUSD'],0,0.1000,0.010000,0.10,10000,"[{'tickSize': '0.0000001', 'minPrice': '0.0000010', 'filterType': 'PRICE_FILTER', 'maxPrice': '10000.0000000'}, {'minQty': '1', 'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '80000000'}, {'filterType': 'MARKET_LOT_SIZE', 'maxQty': '10000000', 'minQty': '1', 'stepSize': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'multiplierUp': '1.1000', 'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
OPUSDT,OPUSDT,PERPETUAL,4133404800000,1654066800000,TRADING,2.5000,5.0000,OP,USDT,USDT,7,1,8,8,COIN,['Layer-2'],0,0.1000,0.015000,0.10,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '0.0001000', 'tickSize': '0.0001000', 'maxPrice': '200.0000000'}, {'maxQty': '10000000.0', 'filterType': 'LOT_SIZE', 'stepSize': '0.1', 'minQty': '0.1'}, {'minQty': '0.1', 'maxQty': '100000.0', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDecimal': '4', 'multiplierUp': '1.1000', 'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
QNTUSDT,QNTUSDT,PERPETUAL,4133404800000,1666076400000,TRADING,2.5000,5.0000,QNT,USDT,USDT,6,1,8,8,COIN,['Infrastructure'],0,0.1000,0.015000,0.10,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '0.010000', 'maxPrice': '2000.000000', 'tickSize': '0.010000'}, {'maxQty': '1000000.0', 'filterType': 'LOT_SIZE', 'stepSize': '0.1', 'minQty': '0.1'}, {'maxQty': '300.0', 'stepSize': '0.1', 'minQty': '0.1', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.1000', 'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
RNDRUSDT,RNDRUSDT,PERPETUAL,4133404800000,1675321200000,TRADING,2.5000,5.0000,RNDR,USDT,USDT,6,1,8,8,COIN,['Infrastructure'],0,0.1500,0.015000,0.15,10000,"[{'minPrice': '0.000100', 'filterType': 'PRICE_FILTER', 'tickSize': '0.000100', 'maxPrice': '2000.000000'}, {'stepSize': '0.1', 'minQty': '0.1', 'filterType': 'LOT_SIZE', 'maxQty': '1000000.0'}, {'filterType': 'MARKET_LOT_SIZE', 'maxQty': '40000.0', 'stepSize': '0.1', 'minQty': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
HOOKUSDT,HOOKUSDT,PERPETUAL,4133404800000,1674111600000,TRADING,2.5000,5.0000,HOOK,USDT,USDT,6,1,8,8,COIN,['Infrastructure'],0,0.1500,0.015000,0.15,10000,"[{'minPrice': '0.001000', 'maxPrice': '2000.000000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.001000'}, {'filterType': 'LOT_SIZE', 'maxQty': '1000000.0', 'minQty': '0.1', 'stepSize': '0.1'}, {'minQty': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '20000.0', 'stepSize': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
THETAUSDT,THETAUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,THETA,USDT,USDT,4,1,8,8,COIN,['NFT'],0,0.1000,0.010000,0.10,10000,"[{'minPrice': '0.1070', 'filterType': 'PRICE_FILTER', 'maxPrice': '1000.0000', 'tickSize': '0.0001'}, {'filterType': 'LOT_SIZE', 'minQty': '0.1', 'maxQty': '1000000.0', 'stepSize': '0.1'}, {'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.1', 'maxQty': '100000.0', 'minQty': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
ETCBUSD,ETCBUSD,PERPETUAL,1682413200000,1658905200000,SETTLING,2.5000,5.0000,ETC,BUSD,BUSD,6,1,8,8,COIN,['BUSD'],0,0.1000,0.015000,0.10,10000,"[{'minPrice': '0.001000', 'filterType': 'PRICE_FILTER', 'maxPrice': '2000.000000', 'tickSize': '0.001000'}, {'minQty': '0.1', 'maxQty': '1000000.0', 'filterType': 'LOT_SIZE', 'stepSize': '0.1'}, {'stepSize': '0.1', 'minQty': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '1500.0'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDown': '0.9000', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
GMTUSDT,GMTUSDT,PERPETUAL,4133404800000,1647241200000,TRADING,2.5000,5.0000,GMT,USDT,USDT,5,0,8,8,COIN,['NFT'],0,0.1000,0.010000,0.10,10000,"[{'filterType': 'PRICE_FILTER', 'tickSize': '0.00010', 'minPrice': '0.00010', 'maxPrice': '10000.00000'}, {'stepSize': '1', 'minQty': '1', 'filterType': 'LOT_SIZE', 'maxQty': '10000000'}, {'filterType': 'MARKET_LOT_SIZE', 'maxQty': '150000', 'stepSize': '1', 'minQty': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDown': '0.9000', 'multiplierUp': '1.1000', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
